chemical_id	chemical_name	pass_rows	unique_pairs	seed_groups	independent_seed_groups	seed_groups_per_1000_pass_rows	seed_groups_per_1000_pairs	seed_group_rank
C562251	24-norcholan-2,3,24-tryl-2,3,23-sulfuric acid	2	2	0	0	0.0	0.0	378
C581356	2-amino-4-(3,4-(methylenedioxy)benzylamino)-6-(3-methoxyphenyl)pyrimidine	2	1	0	0	0.0	0.0	379
C586414	1-(1-pentyl-1H-indol-3-yl)-2-o-tolylethanone	2	2	0	0	0.0	0.0	380
C586710	(1-pentyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)methanone	2	2	0	0	0.0	0.0	381
C588087	2-(5-(3-chlorophenyl)-6-(4-chlorophenyl)-1-(1-(isopropylsulfonyl)-3-methylbutan-2-yl)-3-methyl-2-oxopiperidin-3-yl)acetic acid	2	2	0	0	0.0	0.0	382
D015064	16,16-Dimethylprostaglandin E2	2	2	0	0	0.0	0.0	383
D015632	1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine	2	2	0	0	0.0	0.0	384
D019297	2,4-Dinitrophenol	2	2	0	0	0.0	0.0	385
D019307	1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine	2	2	0	0	0.0	0.0	386
D019794	2,3-Diphosphoglycerate	2	2	0	0	0.0	0.0	387
C000592889	1-(4-methylphenyl)propane-2-amine	1	1	0	0	0.0	0.0	388
C000599362	1-hydroxyalantolactone	1	1	0	0	0.0	0.0	389
C000608765	2-(4-(nitrophenyl)butan-2-ylamino)-1-(4-methoxyphenyl)ethanol	1	1	0	0	0.0	0.0	390
C001073	2,4-dinitrobenzenesulfonic acid	1	1	0	0	0.0	0.0	391
C004726	2-dichlorobenzene	1	1	0	0	0.0	0.0	392
C005959	2,4-diaminobutyric acid	1	1	0	0	0.0	0.0	393
C008437	2,2'-methylenebis(4-methyl-6-tert-butylphenol)	1	1	0	0	0.0	0.0	394
C009135	2,3-dihydroxybenzoic acid	1	1	0	0	0.0	0.0	395
C009802	2,2',2''-trichlorotriethylamine	1	1	0	0	0.0	0.0	396
C010914	2,4-diaminotoluene	1	1	0	0	0.0	0.0	397
C011688	1-bromo-2,4-dinitrobenzene	1	1	0	0	0.0	0.0	398
C011917	2-heptanone	1	1	0	0	0.0	0.0	399
C012177	2-aminofluorene	1	1	0	0	0.0	0.0	400
C012180	2-aminopyrimidine	1	1	0	0	0.0	0.0	401
C013721	1,24,25-trihydroxyvitamin D3	1	1	0	0	0.0	0.0	402
C013759	10-(alpha-diethylaminopropionyl)phenothiazine	1	1	0	0	0.0	0.0	403
C014328	2-amino-4-phenylbutyric acid	1	1	0	0	0.0	0.0	404
C014513	1,3-diphenylpropane	1	1	0	0	0.0	0.0	405
C015153	1,2-dilauroylphosphatidylcholine	1	1	0	0	0.0	0.0	406
C017679	2-hydroxypyridine	1	1	0	0	0.0	0.0	407
C021183	1,7-dimethylxanthine	1	1	0	0	0.0	0.0	408
C023353	1,4-cyclohexanedimethanol	1	1	0	0	0.0	0.0	409
C023891	1,3-dichloro-1-propene	1	1	0	0	0.0	0.0	410
C024336	1-phenylazo-2-naphthol	1	1	0	0	0.0	0.0	411
C024348	13-hydroxy-9,11-octadecadienoic acid	1	1	0	0	0.0	0.0	412
C025968	1-methylnaphthalene	1	1	0	0	0.0	0.0	413
C028145	2'-deoxythymidylyl-(3'-5')-2'-deoxyadenosine	1	1	0	0	0.0	0.0	414
C028519	2,6-dimethylnaphthalene	1	1	0	0	0.0	0.0	415
C029498	2,3-bis(3'-hydroxybenzyl)butane-1,4-diol	1	1	0	0	0.0	0.0	416
C029639	2-hydroxypropyl methacrylate	1	1	0	0	0.0	0.0	417
C029705	12-deoxyphorbolphenylacetate-20-acetate	1	1	0	0	0.0	0.0	418
C029907	2,4'-dichlorobiphenyl	1	1	0	0	0.0	0.0	419
C030373	2,3-dimethylindole	1	1	0	0	0.0	0.0	420
C030577	2,2'-methylenebis(ethyl-6-tert-butylphenol)	1	1	0	0	0.0	0.0	421
C031337	1-chloronaphthalene	1	1	0	0	0.0	0.0	422
C031338	13-cis-retinal	1	1	0	0	0.0	0.0	423
C031563	17-N,N-diethylcarbamoyl-4-methyl-4-azaandrostane-3-one	1	1	0	0	0.0	0.0	424
C031709	2',3'-dideoxyguanosine 5'-triphosphate	1	1	0	0	0.0	0.0	425
C031969	1,4-dimethylnaphthalene	1	1	0	0	0.0	0.0	426
C032903	2,3,3',4',6-pentachlorobiphenyl	1	1	0	0	0.0	0.0	427
C033309	1,6-dinitropyrene	1	1	0	0	0.0	0.0	428
C034017	2-ethylhexanol	1	1	0	0	0.0	0.0	429
C034133	2',3',4',5,5'-pentachloro-2-biphenylol	1	1	0	0	0.0	0.0	430
C034593	2,6-dibromobenzoquinone	1	1	0	0	0.0	0.0	431
C034890	1,4-dihydroxyanthraquinone	1	1	0	0	0.0	0.0	432
C035384	1,2-dichloroethylene	1	1	0	0	0.0	0.0	433
C035577	2,6-dimethyl-1,4-benzoquinone	1	1	0	0	0.0	0.0	434
C035834	2,3,4,4'5-pentachlorobiphenyl	1	1	0	0	0.0	0.0	435
C037406	2',3'-dideoxycytidine 5'-triphosphate	1	1	0	0	0.0	0.0	436
C037413	1,3-dinitropyrene	1	1	0	0	0.0	0.0	437
C038293	2,3-bis(palmitoyloxy)-2-propyl-N-palmitoyl-cysteinyl-seryl-seryl-asparaginyl-alanine	1	1	0	0	0.0	0.0	438
C038546	1,2-dihydrostilbene	1	1	0	0	0.0	0.0	439
C039689	1,4-diaminoanthraquinone	1	1	0	0	0.0	0.0	440
C040668	2-ethylhexanoic acid	1	1	0	0	0.0	0.0	441
C042146	1,3-dichlorobenzene	1	1	0	0	0.0	0.0	442
C042889	2-methyl-1,4-benzoquinone	1	1	0	0	0.0	0.0	443
C046127	1,25-dihydroxy-26,27-dimethylcholecalciferol	1	1	0	0	0.0	0.0	444
C046782	14,15-epoxy-5,8,11-eicosatrienoic acid	1	1	0	0	0.0	0.0	445
C047948	1'-acetoxychavicol acetate	1	1	0	0	0.0	0.0	446
C048213	2-(4-chlorophenoxy)propionic acid	1	1	0	0	0.0	0.0	447
C048241	1-(1-naphthyl)piperazine	1	1	0	0	0.0	0.0	448
C049826	2-methoxyacetaldehyde	1	1	0	0	0.0	0.0	449
C050232	1,3-ditolylguanidine	1	1	0	0	0.0	0.0	450
C052102	22,23-dihydroavermectin B(1)a	1	1	0	0	0.0	0.0	451
C053036	1-methylfluorene	1	1	0	0	0.0	0.0	452
C053085	1-methylxanthine	1	1	0	0	0.0	0.0	453
C053486	1,7-phenanthroline	1	1	0	0	0.0	0.0	454
C054482	2,3',4,4'-tetrachlorobiphenyl	1	1	0	0	0.0	0.0	455
C058118	2'-deoxyadenosine	1	1	0	0	0.0	0.0	456
C058194	26-aminocholesterol	1	1	0	0	0.0	0.0	457
C058684	2,3-dialdehydocellulose	1	1	0	0	0.0	0.0	458
C060048	2-(4-amylcinnamoyl)amino-4-chlorobenzoic acid	1	1	0	0	0.0	0.0	459
C060080	2,2-bis(bromomethyl)-1,3-propanediol	1	1	0	0	0.0	0.0	460
C060229	1-(6-((3-methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione	1	1	0	0	0.0	0.0	461
C060533	2-hydroxyamino-1-methyl-6-phenylimidazo(4,5-b)pyridine	1	1	0	0	0.0	0.0	462
C061208	1-hydroxyanthraquinone	1	1	0	0	0.0	0.0	463
C062078	1-(carboxymethylthio)tetradecane	1	1	0	0	0.0	0.0	464
C062397	2-methyl-1,4-hydroquinone	1	1	0	0	0.0	0.0	465
C066099	2,3-N-octanoylsphingosine	1	1	0	0	0.0	0.0	466
C069172	2,3-bis(palmitoyloxy)-2-propyl-1-palmitoylcysteine	1	1	0	0	0.0	0.0	467
C070094	2-aminoadamantane	1	1	0	0	0.0	0.0	468
C075809	1-stearoyl-2-arachidonoylglycerol	1	1	0	0	0.0	0.0	469
C078986	1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid	1	1	0	0	0.0	0.0	470
C079315	2-(4-(quinolin-2-yl-methoxy)phenyl)-2-cyclopentylacetic acid	1	1	0	0	0.0	0.0	471
C082155	2-methoxynaphthalene	1	1	0	0	0.0	0.0	472
C084012	1,1-diethyl-2-hydroxy-2-nitrosohydrazine	1	1	0	0	0.0	0.0	473
C086758	2,4,5-trihydroxyphenylalanine quinone	1	1	0	0	0.0	0.0	474
C086837	2-chloroacetanilide	1	1	0	0	0.0	0.0	475
C087630	1,25-dihydroxy-16-ene-vitamin D3	1	1	0	0	0.0	0.0	476
C087939	2''-galloylhyperin	1	1	0	0	0.0	0.0	477
C091238	2-isopropylphenol	1	1	0	0	0.0	0.0	478
C092159	2-methoxypropanol	1	1	0	0	0.0	0.0	479
C095653	1,5-dihydroxyisoquinoline	1	1	0	0	0.0	0.0	480
C096118	2-methoxy-1,4-naphthoquinone	1	1	0	0	0.0	0.0	481
C100973	(1-hydroxy-2-oxo-3-(N-methyl-3-aminopropyl)-3-methyl-3-aminopropyl)-3-methyl-1-triazene	1	1	0	0	0.0	0.0	482
C101851	2-(((3,5-dichlorophenyl)carbamoyl)oxy)-2-methyl-3-butenoic acid	1	1	0	0	0.0	0.0	483
C102635	1-ethyl-2-benzimidazolinone	1	1	0	0	0.0	0.0	484
C102834	2,4,6-trichlorobiphenyl	1	1	0	0	0.0	0.0	485
C104564	2-(4-acetoxyphenyl)-2-chloro-N-methylethylamine	1	1	0	0	0.0	0.0	486
C104570	(2-hydroxy-4-(octyloxy)phenyl)phenylmethanone	1	1	0	0	0.0	0.0	487
C111679	1-(N-(3-ammoniopropyl)-N-(n-propyl)amino)diazen-1-ium-1,2-diolate	1	1	0	0	0.0	0.0	488
C112297	10,10-bis(4-pyridinylmethyl)-9(10H)-anthracenone	1	1	0	0	0.0	0.0	489
C115284	2-cyano-3-hydroxy-N-(4-(trifluoromethyl)phenyl)-2-hepten-6-ynamide	1	1	0	0	0.0	0.0	490
C116515	20-hydroximino-4,16-pregnadien-3-one	1	1	0	0	0.0	0.0	491
C117619	1,2-dimethylnaphthalene	1	1	0	0	0.0	0.0	492
C120943	2-hydroxymethyl-4,8-dihydrobenzo(1,2-b-5,4-b')dithiophene-48-dione	1	1	0	0	0.0	0.0	493
C405442	2-methoxyoestrone-3-O-sulphamate	1	1	0	0	0.0	0.0	494
C406982	1,8-diazafluoren-one	1	1	0	0	0.0	0.0	495
C408047	1,25(OH)2-16-ene-23-yne-26,27-hexafluoro-19-nor-D3	1	1	0	0	0.0	0.0	496
C422413	2,2-bis(4-(2,3-dihydroxypropoxy)phenyl)propane	1	1	0	0	0.0	0.0	497
C425062	(2-boronoethyl)-cysteine	1	1	0	0	0.0	0.0	498
C432593	2-(1-adamantyl)-4-methylphenol	1	1	0	0	0.0	0.0	499
C439392	1-(2-methyl-4-methoxyphenyl)-4-((2-hydroxyethyl)amino)-6-trifluoromethoxy-2,3-dihydropyrrolo(3,2-c)quinoline	1	1	0	0	0.0	0.0	500
C439584	2-(4-hydroxyphenyl)-3-methyl-1-(4-(2-piperidin-1-yl-ethoxy)-benzyl)-1H-indol-5-ol	1	1	0	0	0.0	0.0	501
C445526	17-benzyl-5-androstane-3,17-diol	1	1	0	0	0.0	0.0	502
C451261	2,3-bis(2-hydroxyethylsulfanyl)-(1,4)naphthoquinone	1	1	0	0	0.0	0.0	503
C459092	2-methyl-1-((4-methyl-5-isoquinolinyl)sulfonyl)homopiperazine	1	1	0	0	0.0	0.0	504
C463040	1-(2,3-dichlorobenzoyl)-5-methoxy-2-methyl-(2-(mopholin-4-yl)ethyl)-1H-indole	1	1	0	0	0.0	0.0	505
C465253	2-chloro-N6-methyl-(N)-methanocarba-2'-deoxyadenosine-3',5'-bisphosphate	1	1	0	0	0.0	0.0	506
C466921	1,6-dimethylnaphthalene	1	1	0	0	0.0	0.0	507
C476036	2-(2-(4-chlorophenyl)ethoxy)adenosine	1	1	0	0	0.0	0.0	508
C477642	2-(7-(3,4-dimethoxyphenyl)imidazo(1,2-c)pyrimidin-5-ylamino)nicotinamide	1	1	0	0	0.0	0.0	509
C483839	2,2',3,4,4',5',6-heptabromodiphenyl ether	1	1	0	0	0.0	0.0	510
C486873	27-hydroxy-4-cholesten-3-one	1	1	0	0	0.0	0.0	511
C487366	1-O-(2-((2',6'-dichlorophenyl)amino)phenylacetyl)glucopyranuronic acid	1	1	0	0	0.0	0.0	512
C487404	2-furoyl-LIGRLO-amide	1	1	0	0	0.0	0.0	513
C488175	2-(acetyloxy)benzoic acid 6-(nitrooxymethyl)-2-phenylmethyl ester	1	1	0	0	0.0	0.0	514
C488288	2,5,7,8-tetramethyl-2R-(4R,8R,12-trimethyltridecyl)chroman-6-yloxy acetic acid	1	1	0	0	0.0	0.0	515
C489827	2,3,5,6-tetrafluoro-4-methylbenzyl (Z)-(1RS)-cis-3-(2-chloro-3,3,3-trifluoroprop-1-enyl)-2,2-dimethylcyclopropanecarboxylate	1	1	0	0	0.0	0.0	516
C489957	1,3-bis(2-hydroxyiminomethylpyridinium)propane	1	1	0	0	0.0	0.0	517
C489959	1,4-bis(2-hydroxyiminomethylpyridinium)butane	1	1	0	0	0.0	0.0	518
C492368	1-(alpha,apha-dimethylbenzyl)-3-(4-methylphenyl)urea	1	1	0	0	0.0	0.0	519
C492600	(2,3,5,6-tetrafluoro-4-methoxymethylphenyl)methyl-2,2-dimethyl-3-(1-propenyl)cyclopropanecarboxylate	1	1	0	0	0.0	0.0	520
C495109	1-(beta-naphthylmethyl)-6,7-dihydroxy-1,2,3,4-tetra-hydroisoquinoline	1	1	0	0	0.0	0.0	521
C501339	2-(2,6-diisopropylphenyl)-5-hydroxy-1H-isoindole-1,3-dione	1	1	0	0	0.0	0.0	522
C511766	2,3,4,5-tetrachlorobiphenyl	1	1	0	0	0.0	0.0	523
C512626	1,4-benzenedimethanethiol	1	1	0	0	0.0	0.0	524
C514211	1-(3-(trifluoromethyl)pyridin-2-yl)-N-(4-(trifluoromethylsulfonyl)phenyl)-1,2,3,6-tetrahydropyridine-4-carboxamide	1	1	0	0	0.0	0.0	525
C514239	20-alpha-dihydrodydrogesterone	1	1	0	0	0.0	0.0	526
C515196	1,4-bis(4-hydroxyiminomethylpyridinium)butane dibromide	1	1	0	0	0.0	0.0	527
C516077	2,3-dimethylhydroquinone	1	1	0	0	0.0	0.0	528
C516412	2,3,6,7-tetrachlorobiphenylene	1	1	0	0	0.0	0.0	529
C520323	1-oleoyl-2-acetoyl-sn-glycerol	1	1	0	0	0.0	0.0	530
C520534	2'-hydroxyflavanone	1	1	0	0	0.0	0.0	531
C521339	1-(4-(benzothiazol-2-yloxy)benzyl)piperidine-4-carboxylic acid	1	1	0	0	0.0	0.0	532
C522246	1-(3',4'-dichloro-2-fluoro(1,1'-biphenyl)-4-yl)cyclopropanecarboxylic acid	1	1	0	0	0.0	0.0	533
C522458	2-hydroxy-4-(2,2,3,3,3-pentafluoropropoxy)benzoic acid	1	1	0	0	0.0	0.0	534
C524212	2,6-dimethylquinoline	1	1	0	0	0.0	0.0	535
C524606	1-(4-hydroxyiminomethylpyridinium)-3-pyridiniumpropane	1	1	0	0	0.0	0.0	536
C524733	17-ethynyl-5-androstene-3, 7, 17-triol	1	1	0	0	0.0	0.0	537
C527832	2-(2-(3,4-dichlorophenyl)-2,3-dihydro-1H-isoindol-5-ylamino)nicotinic acid	1	1	0	0	0.0	0.0	538
C530803	2-cyano-3,12-dioxooleana-1,9(11)-dien-28-oic acid methyl amide	1	1	0	0	0.0	0.0	539
C531547	1-((4-(aminocarbonyl)pyridinio)trimethylene)-2-((hydroxyimino)methyl)pyridinium	1	1	0	0	0.0	0.0	540
C532038	10-(6'-plastoquinonyl)decyltriphenylphosphonium	1	1	0	0	0.0	0.0	541
C539020	1alpha,20-dihydroxyvitamin D3	1	1	0	0	0.0	0.0	542
C539142	2-(3,4-dimethoxybenzyl)-7-(1-(1-hydroxyethyl)-4-phenylbutyl)-5-methylimidazo(5,1-f)(1,2,4)triazin-4 (3H)-one	1	1	0	0	0.0	0.0	543
C539612	2-acetylamino-3-(4-(2-acetylamino-2-carboxyethylsulfanylthiocarbonylamino)phenylthiocarbamoylsulfanyl)propionic acid	1	1	0	0	0.0	0.0	544
C541132	2,4,4',5-tetrachlorobiphenyl	1	1	0	0	0.0	0.0	545
C546193	2-(2,6-dimethylmorpholin-4-yl)-N-(5-(6-morpholin-4-yl-4-oxo-4H-pyran-2-yl)-9H-thioxanthen-2-yl)acetamide	1	1	0	0	0.0	0.0	546
C549914	10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-(1,4)diazepino(5',6'-4,5)thieno(3,2-f)quinolin-8-one	1	1	0	0	0.0	0.0	547
C550115	2,2,2-tribromoacetaldehyde	1	1	0	0	0.0	0.0	548
C552103	(2,4-dihydroxy-5-isopropylphenyl)-(5-(4-methylpiperazin-1-ylmethyl)-1,3-dihydroisoindol-2-yl)methanone	1	1	0	0	0.0	0.0	549
C552398	2,2'-dihydroxychalcone	1	1	0	0	0.0	0.0	550
C552888	2-(1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydro-7H-purin-7-yl)-N-(4-isopropylphenyl)acetamide	1	1	0	0	0.0	0.0	551
C557741	1-(propoxymethyl)maleimide	1	1	0	0	0.0	0.0	552
C558395	2-(3-benzoyl)-4-hydroxy-1,1-dioxo-2H-1,2-benzothiazine-2-yl-1-phenylethanone	1	1	0	0	0.0	0.0	553
C558507	2-methyl-1,3,6-trihydroxy-9,10-anthraquinone-3-O-(6'-O-acetyl)-alpha-rhamnosyl(1-2)-beta-glucoside	1	1	0	0	0.0	0.0	554
C560297	2-(2-((13-amino-2-(4-hydroxybenzyl)-3,14-dioxo-1,4-diazacyclotetradec-7-ene-5-carboxamido)methyl)phenyl)acetic acid	1	1	0	0	0.0	0.0	555
C561637	2-(4-fluorophenylsulfonyl)-3-(1-(3-nitrophenylsulfonyl)-1H-pyrrol-2-yl)acrylonitrile	1	1	0	0	0.0	0.0	556
C570603	2,3-bis(4-nitrophenyl)acrylonitrile	1	1	0	0	0.0	0.0	557
C570862	2-amino-7-(4-fluoro-2-(6-methoxypyridin-2-yl)phenyl)-4-methyl-7,8-dihydropyrido(4,3-d)pyrimidin-5(6H)-one	1	1	0	0	0.0	0.0	558
C571782	(1E,4E)-1,5-bis(2-methoxyphenyl)penta-1,4-dien-3-one	1	1	0	0	0.0	0.0	559
C572052	1-((2-methylbenzofuran-3-yl)methyl)-3-(thiophen-2-ylmethyl)urea	1	1	0	0	0.0	0.0	560
C572625	2,2',4,5'-tetrabromodiphenyl ether	1	1	0	0	0.0	0.0	561
C582337	1-(5-fluoropentyl)-3-(1-naphthoyl)indole	1	1	0	0	0.0	0.0	562
D000077713	17 alpha-Hydroxyprogesterone Caproate	1	1	0	0	0.0	0.0	563
D015075	2-Aminopurine	1	1	0	0	0.0	0.0	564
D015762	2-Chloroadenosine	1	1	0	0	0.0	0.0	565
D019326	17-alpha-Hydroxyprogesterone	1	1	0	0	0.0	0.0	566
D019813	1,2-Dimethylhydrazine	1	1	0	0	0.0	0.0	567
D020001	1-Butanol	1	1	0	0	0.0	0.0	568
